"region","hushållstyp","boendeform","X2019"
"Lindesberg","ensamstående män med barn 0-24 år","flerbostadshus, bostadsrätt",8
"Lindesberg","ensamstående män med barn 0-24 år","flerbostadshus, hyresrätt",27
"Lindesberg","ensamstående män med barn 0-24 år","specialbostad",0
"Lindesberg","ensamstående män med barn 0-24 år","övrigt boende",0
"Lindesberg","ensamstående män med barn 0-24 år","uppgift saknas",0
"Lindesberg","sammanboende utan barn","småhus, äganderätt",2458
"Lindesberg","sammanboende utan barn","småhus, bostadsrätt",65
"Lindesberg","sammanboende utan barn","småhus, hyresrätt",45
"Lindesberg","sammanboende utan barn","flerbostadshus, bostadsrätt",150
"Lindesberg","sammanboende utan barn","flerbostadshus, hyresrätt",341
"Lindesberg","sammanboende utan barn","specialbostad",0
"Lindesberg","sammanboende utan barn","övrigt boende",48
"Lindesberg","sammanboende utan barn","uppgift saknas",26
"Lindesberg","sammanboende med barn 0-24 år, 1 barn","småhus, äganderätt",556
"Lindesberg","sammanboende med barn 0-24 år, 1 barn","småhus, bostadsrätt",14
"Lindesberg","sammanboende med barn 0-24 år, 1 barn","småhus, hyresrätt",11
"Lindesberg","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, bostadsrätt",14
"Lindesberg","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, hyresrätt",83
"Lindesberg","sammanboende med barn 0-24 år, 1 barn","specialbostad",0
"Lindesberg","sammanboende med barn 0-24 år, 1 barn","övrigt boende",13
"Lindesberg","sammanboende med barn 0-24 år, 1 barn","uppgift saknas",9
"Lindesberg","sammanboende med barn 0-24 år, 2 barn","småhus, äganderätt",804
"Lindesberg","sammanboende med barn 0-24 år, 2 barn","småhus, bostadsrätt",24
"Lindesberg","sammanboende med barn 0-24 år, 2 barn","småhus, hyresrätt",13
"Lindesberg","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, bostadsrätt",7
"Lindesberg","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, hyresrätt",85
"Lindesberg","sammanboende med barn 0-24 år, 2 barn","specialbostad",0
"Lindesberg","sammanboende med barn 0-24 år, 2 barn","övrigt boende",11
"Lindesberg","sammanboende med barn 0-24 år, 2 barn","uppgift saknas",9
"Lindesberg","sammanboende med barn 0-24 år, 3+  barn","småhus, äganderätt",300
"Lindesberg","sammanboende med barn 0-24 år, 3+  barn","småhus, bostadsrätt",5
"Lindesberg","sammanboende med barn 0-24 år, 3+  barn","småhus, hyresrätt",14
"Lindesberg","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, bostadsrätt",0
"Lindesberg","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, hyresrätt",87
"Lindesberg","sammanboende med barn 0-24 år, 3+  barn","specialbostad",0
"Lindesberg","sammanboende med barn 0-24 år, 3+  barn","övrigt boende",11
"Lindesberg","sammanboende med barn 0-24 år, 3+  barn","uppgift saknas",9
"Lindesberg","övriga hushåll utan barn 0-24 år","småhus, äganderätt",395
"Lindesberg","övriga hushåll utan barn 0-24 år","småhus, bostadsrätt",7
"Lindesberg","övriga hushåll utan barn 0-24 år","småhus, hyresrätt",21
"Lindesberg","övriga hushåll utan barn 0-24 år","flerbostadshus, bostadsrätt",36
"Lindesberg","övriga hushåll utan barn 0-24 år","flerbostadshus, hyresrätt",135
"Lindesberg","övriga hushåll utan barn 0-24 år","specialbostad",11
"Lindesberg","övriga hushåll utan barn 0-24 år","övrigt boende",10
"Lindesberg","övriga hushåll utan barn 0-24 år","uppgift saknas",0
"Lindesberg","övriga hushåll med barn 0-24 år","småhus, äganderätt",136
"Lindesberg","övriga hushåll med barn 0-24 år","småhus, bostadsrätt",0
"Lindesberg","övriga hushåll med barn 0-24 år","småhus, hyresrätt",0
"Lindesberg","övriga hushåll med barn 0-24 år","flerbostadshus, bostadsrätt",6
"Lindesberg","övriga hushåll med barn 0-24 år","flerbostadshus, hyresrätt",43
"Lindesberg","övriga hushåll med barn 0-24 år","specialbostad",0
"Lindesberg","övriga hushåll med barn 0-24 år","övrigt boende",0
"Lindesberg","övriga hushåll med barn 0-24 år","uppgift saknas",0
"Skinnskatteberg","ensamstående kvinnor -64 år utan barn","småhus, äganderätt",92
"Skinnskatteberg","ensamstående kvinnor -64 år utan barn","småhus, bostadsrätt",0
"Skinnskatteberg","ensamstående kvinnor -64 år utan barn","småhus, hyresrätt",5
"Skinnskatteberg","ensamstående kvinnor -64 år utan barn","flerbostadshus, bostadsrätt",19
"Skinnskatteberg","ensamstående kvinnor -64 år utan barn","flerbostadshus, hyresrätt",52
"Skinnskatteberg","ensamstående kvinnor -64 år utan barn","specialbostad",0
"Skinnskatteberg","ensamstående kvinnor -64 år utan barn","övrigt boende",5
"Skinnskatteberg","ensamstående kvinnor -64 år utan barn","uppgift saknas",11
"Skinnskatteberg","ensamstående kvinnor 65- år utan barn","småhus, äganderätt",112
"Skinnskatteberg","ensamstående kvinnor 65- år utan barn","småhus, bostadsrätt",0
"Skinnskatteberg","ensamstående kvinnor 65- år utan barn","småhus, hyresrätt",21
"Skinnskatteberg","ensamstående kvinnor 65- år utan barn","flerbostadshus, bostadsrätt",15
"Skinnskatteberg","ensamstående kvinnor 65- år utan barn","flerbostadshus, hyresrätt",61
"Skinnskatteberg","ensamstående kvinnor 65- år utan barn","specialbostad",12
"Skinnskatteberg","ensamstående kvinnor 65- år utan barn","övrigt boende",0
"Skinnskatteberg","ensamstående kvinnor 65- år utan barn","uppgift saknas",10
"Skinnskatteberg","ensamstående män -64 år utan barn","småhus, äganderätt",142
"Skinnskatteberg","ensamstående män -64 år utan barn","småhus, bostadsrätt",0
"Skinnskatteberg","ensamstående män -64 år utan barn","småhus, hyresrätt",13
"Skinnskatteberg","ensamstående män -64 år utan barn","flerbostadshus, bostadsrätt",71
"Skinnskatteberg","ensamstående män -64 år utan barn","flerbostadshus, hyresrätt",86
"Skinnskatteberg","ensamstående män -64 år utan barn","specialbostad",9
"Skinnskatteberg","ensamstående män -64 år utan barn","övrigt boende",0
"Skinnskatteberg","ensamstående män -64 år utan barn","uppgift saknas",18
"Skinnskatteberg","ensamstående män 65- år utan barn","småhus, äganderätt",132
"Skinnskatteberg","ensamstående män 65- år utan barn","småhus, bostadsrätt",0
"Skinnskatteberg","ensamstående män 65- år utan barn","småhus, hyresrätt",9
"Skinnskatteberg","ensamstående män 65- år utan barn","flerbostadshus, bostadsrätt",8
"Skinnskatteberg","ensamstående män 65- år utan barn","flerbostadshus, hyresrätt",30
"Skinnskatteberg","ensamstående män 65- år utan barn","specialbostad",6
"Skinnskatteberg","ensamstående män 65- år utan barn","övrigt boende",5
"Skinnskatteberg","ensamstående män 65- år utan barn","uppgift saknas",8
"Skinnskatteberg","ensamstående kvinnor med barn 0-24 år","småhus, äganderätt",35
"Skinnskatteberg","ensamstående kvinnor med barn 0-24 år","småhus, bostadsrätt",0
"Skinnskatteberg","ensamstående kvinnor med barn 0-24 år","småhus, hyresrätt",10
"Skinnskatteberg","ensamstående kvinnor med barn 0-24 år","flerbostadshus, bostadsrätt",0
"Skinnskatteberg","ensamstående kvinnor med barn 0-24 år","flerbostadshus, hyresrätt",21
"Skinnskatteberg","ensamstående kvinnor med barn 0-24 år","specialbostad",0
"Skinnskatteberg","ensamstående kvinnor med barn 0-24 år","övrigt boende",0
"Skinnskatteberg","ensamstående kvinnor med barn 0-24 år","uppgift saknas",0
"Skinnskatteberg","ensamstående män med barn 0-24 år","småhus, äganderätt",26
"Skinnskatteberg","ensamstående män med barn 0-24 år","småhus, bostadsrätt",0
"Skinnskatteberg","ensamstående män med barn 0-24 år","småhus, hyresrätt",0
"Skinnskatteberg","ensamstående män med barn 0-24 år","flerbostadshus, bostadsrätt",0
"Skinnskatteberg","ensamstående män med barn 0-24 år","flerbostadshus, hyresrätt",0
"Skinnskatteberg","ensamstående män med barn 0-24 år","specialbostad",0
"Skinnskatteberg","ensamstående män med barn 0-24 år","övrigt boende",0
"Skinnskatteberg","ensamstående män med barn 0-24 år","uppgift saknas",0
"Skinnskatteberg","sammanboende utan barn","småhus, äganderätt",552
"Skinnskatteberg","sammanboende utan barn","småhus, bostadsrätt",0
"Skinnskatteberg","sammanboende utan barn","småhus, hyresrätt",9
"Skinnskatteberg","sammanboende utan barn","flerbostadshus, bostadsrätt",30
"Skinnskatteberg","sammanboende utan barn","flerbostadshus, hyresrätt",26
"Skinnskatteberg","sammanboende utan barn","specialbostad",0
"Skinnskatteberg","sammanboende utan barn","övrigt boende",6
"Skinnskatteberg","sammanboende utan barn","uppgift saknas",0
"Skinnskatteberg","sammanboende med barn 0-24 år, 1 barn","småhus, äganderätt",89
"Skinnskatteberg","sammanboende med barn 0-24 år, 1 barn","småhus, bostadsrätt",0
"Skinnskatteberg","sammanboende med barn 0-24 år, 1 barn","småhus, hyresrätt",0
"Skinnskatteberg","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, bostadsrätt",0
"Skinnskatteberg","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, hyresrätt",8
"Skinnskatteberg","sammanboende med barn 0-24 år, 1 barn","specialbostad",0
"Skinnskatteberg","sammanboende med barn 0-24 år, 1 barn","övrigt boende",0
"Skinnskatteberg","sammanboende med barn 0-24 år, 1 barn","uppgift saknas",0
"Skinnskatteberg","sammanboende med barn 0-24 år, 2 barn","småhus, äganderätt",116
"Skinnskatteberg","sammanboende med barn 0-24 år, 2 barn","småhus, bostadsrätt",0
"Skinnskatteberg","sammanboende med barn 0-24 år, 2 barn","småhus, hyresrätt",0
"Skinnskatteberg","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, bostadsrätt",0
"Skinnskatteberg","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, hyresrätt",9
"Skinnskatteberg","sammanboende med barn 0-24 år, 2 barn","specialbostad",0
"Skinnskatteberg","sammanboende med barn 0-24 år, 2 barn","övrigt boende",0
"Skinnskatteberg","sammanboende med barn 0-24 år, 2 barn","uppgift saknas",0
"Skinnskatteberg","sammanboende med barn 0-24 år, 3+  barn","småhus, äganderätt",59
"Skinnskatteberg","sammanboende med barn 0-24 år, 3+  barn","småhus, bostadsrätt",0
"Skinnskatteberg","sammanboende med barn 0-24 år, 3+  barn","småhus, hyresrätt",0
"Skinnskatteberg","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, bostadsrätt",0
"Skinnskatteberg","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, hyresrätt",6
"Skinnskatteberg","sammanboende med barn 0-24 år, 3+  barn","specialbostad",0
"Skinnskatteberg","sammanboende med barn 0-24 år, 3+  barn","övrigt boende",5
"Skinnskatteberg","sammanboende med barn 0-24 år, 3+  barn","uppgift saknas",0
"Skinnskatteberg","övriga hushåll utan barn 0-24 år","småhus, äganderätt",113
"Skinnskatteberg","övriga hushåll utan barn 0-24 år","småhus, bostadsrätt",0
"Skinnskatteberg","övriga hushåll utan barn 0-24 år","småhus, hyresrätt",0
"Skinnskatteberg","övriga hushåll utan barn 0-24 år","flerbostadshus, bostadsrätt",0
"Skinnskatteberg","övriga hushåll utan barn 0-24 år","flerbostadshus, hyresrätt",16
"Skinnskatteberg","övriga hushåll utan barn 0-24 år","specialbostad",0
"Skinnskatteberg","övriga hushåll utan barn 0-24 år","övrigt boende",0
"Skinnskatteberg","övriga hushåll utan barn 0-24 år","uppgift saknas",0
"Skinnskatteberg","övriga hushåll med barn 0-24 år","småhus, äganderätt",30
"Skinnskatteberg","övriga hushåll med barn 0-24 år","småhus, bostadsrätt",0
"Skinnskatteberg","övriga hushåll med barn 0-24 år","småhus, hyresrätt",0
"Skinnskatteberg","övriga hushåll med barn 0-24 år","flerbostadshus, bostadsrätt",0
"Skinnskatteberg","övriga hushåll med barn 0-24 år","flerbostadshus, hyresrätt",12
"Skinnskatteberg","övriga hushåll med barn 0-24 år","specialbostad",0
"Skinnskatteberg","övriga hushåll med barn 0-24 år","övrigt boende",0
"Skinnskatteberg","övriga hushåll med barn 0-24 år","uppgift saknas",0
"Surahammar","ensamstående kvinnor -64 år utan barn","småhus, äganderätt",70
"Surahammar","ensamstående kvinnor -64 år utan barn","småhus, bostadsrätt",6
"Surahammar","ensamstående kvinnor -64 år utan barn","småhus, hyresrätt",0
"Surahammar","ensamstående kvinnor -64 år utan barn","flerbostadshus, bostadsrätt",131
"Surahammar","ensamstående kvinnor -64 år utan barn","flerbostadshus, hyresrätt",90
"Surahammar","ensamstående kvinnor -64 år utan barn","specialbostad",8
"Surahammar","ensamstående kvinnor -64 år utan barn","övrigt boende",0
"Surahammar","ensamstående kvinnor -64 år utan barn","uppgift saknas",10
"Surahammar","ensamstående kvinnor 65- år utan barn","småhus, äganderätt",165
"Surahammar","ensamstående kvinnor 65- år utan barn","småhus, bostadsrätt",5
"Surahammar","ensamstående kvinnor 65- år utan barn","småhus, hyresrätt",10
"Surahammar","ensamstående kvinnor 65- år utan barn","flerbostadshus, bostadsrätt",136
"Surahammar","ensamstående kvinnor 65- år utan barn","flerbostadshus, hyresrätt",111
"Surahammar","ensamstående kvinnor 65- år utan barn","specialbostad",72
"Surahammar","ensamstående kvinnor 65- år utan barn","övrigt boende",0
"Surahammar","ensamstående kvinnor 65- år utan barn","uppgift saknas",7
"Surahammar","ensamstående män -64 år utan barn","småhus, äganderätt",193
"Surahammar","ensamstående män -64 år utan barn","småhus, bostadsrätt",0
"Surahammar","ensamstående män -64 år utan barn","småhus, hyresrätt",5
"Surahammar","ensamstående män -64 år utan barn","flerbostadshus, bostadsrätt",184
"Surahammar","ensamstående män -64 år utan barn","flerbostadshus, hyresrätt",163
"Surahammar","ensamstående män -64 år utan barn","specialbostad",12
"Surahammar","ensamstående män -64 år utan barn","övrigt boende",0
"Surahammar","ensamstående män -64 år utan barn","uppgift saknas",25
"Surahammar","ensamstående män 65- år utan barn","småhus, äganderätt",147
"Surahammar","ensamstående män 65- år utan barn","småhus, bostadsrätt",0
"Surahammar","ensamstående män 65- år utan barn","småhus, hyresrätt",0
"Surahammar","ensamstående män 65- år utan barn","flerbostadshus, bostadsrätt",65
"Surahammar","ensamstående män 65- år utan barn","flerbostadshus, hyresrätt",61
"Surahammar","ensamstående män 65- år utan barn","specialbostad",34
"Surahammar","ensamstående män 65- år utan barn","övrigt boende",0
"Surahammar","ensamstående män 65- år utan barn","uppgift saknas",6
"Surahammar","ensamstående kvinnor med barn 0-24 år","småhus, äganderätt",49
"Surahammar","ensamstående kvinnor med barn 0-24 år","småhus, bostadsrätt",0
"Surahammar","ensamstående kvinnor med barn 0-24 år","småhus, hyresrätt",5
"Surahammar","ensamstående kvinnor med barn 0-24 år","flerbostadshus, bostadsrätt",30
"Surahammar","ensamstående kvinnor med barn 0-24 år","flerbostadshus, hyresrätt",97
"Surahammar","ensamstående kvinnor med barn 0-24 år","specialbostad",0
"Surahammar","ensamstående kvinnor med barn 0-24 år","övrigt boende",0
"Surahammar","ensamstående kvinnor med barn 0-24 år","uppgift saknas",10
"Surahammar","ensamstående män med barn 0-24 år","småhus, äganderätt",63
"Surahammar","ensamstående män med barn 0-24 år","småhus, bostadsrätt",0
"Surahammar","ensamstående män med barn 0-24 år","småhus, hyresrätt",0
"Surahammar","ensamstående män med barn 0-24 år","flerbostadshus, bostadsrätt",10
"Surahammar","ensamstående män med barn 0-24 år","flerbostadshus, hyresrätt",9
"Surahammar","ensamstående män med barn 0-24 år","specialbostad",0
"Surahammar","ensamstående män med barn 0-24 år","övrigt boende",0
"Surahammar","ensamstående män med barn 0-24 år","uppgift saknas",0
"Surahammar","sammanboende utan barn","småhus, äganderätt",1093
"Surahammar","sammanboende utan barn","småhus, bostadsrätt",14
"Surahammar","sammanboende utan barn","småhus, hyresrätt",29
"Surahammar","sammanboende utan barn","flerbostadshus, bostadsrätt",133
"Surahammar","sammanboende utan barn","flerbostadshus, hyresrätt",78
"Surahammar","sammanboende utan barn","specialbostad",12
"Surahammar","sammanboende utan barn","övrigt boende",0
"Surahammar","sammanboende utan barn","uppgift saknas",12
"Surahammar","sammanboende med barn 0-24 år, 1 barn","småhus, äganderätt",238
"Surahammar","sammanboende med barn 0-24 år, 1 barn","småhus, bostadsrätt",9
"Surahammar","sammanboende med barn 0-24 år, 1 barn","småhus, hyresrätt",0
"Surahammar","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, bostadsrätt",17
"Surahammar","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, hyresrätt",27
"Surahammar","sammanboende med barn 0-24 år, 1 barn","specialbostad",0
"Surahammar","sammanboende med barn 0-24 år, 1 barn","övrigt boende",0
"Surahammar","sammanboende med barn 0-24 år, 1 barn","uppgift saknas",0
