"region","kön","ålder","MedTyp","X2018"
"Hudiksvall","kvinnor","16-19 år","Median",7.4
"Hudiksvall","kvinnor","totalt 20+ år","Medelvärde",258.5
"Hudiksvall","kvinnor","totalt 20+ år","Median",241.9
"Hudiksvall","kvinnor","20-24 år","Medelvärde",163
"Hudiksvall","kvinnor","20-24 år","Median",162.4
"Hudiksvall","totalt","totalt 16+ år","Medelvärde",279.6
"Hudiksvall","totalt","totalt 16+ år","Median",262.8
"Hudiksvall","totalt","16-19 år","Medelvärde",24.9
"Hudiksvall","totalt","16-19 år","Median",6.1
"Hudiksvall","totalt","totalt 20+ år","Medelvärde",293.9
"Hudiksvall","totalt","totalt 20+ år","Median",274.2
"Hudiksvall","totalt","20-24 år","Medelvärde",183.2
"Hudiksvall","totalt","20-24 år","Median",180.8
"Ånge","män","totalt 16+ år","Medelvärde",294.3
"Ånge","män","totalt 16+ år","Median",282.1
"Ånge","män","16-19 år","Medelvärde",29.6
"Ånge","män","16-19 år","Median",4.9
"Ånge","män","totalt 20+ år","Medelvärde",308.4
"Ånge","män","totalt 20+ år","Median",295.2
"Ånge","män","20-24 år","Medelvärde",219
"Ånge","män","20-24 år","Median",242.8
"Ånge","kvinnor","totalt 16+ år","Medelvärde",235.4
"Ånge","kvinnor","totalt 16+ år","Median",218.7
"Ånge","kvinnor","16-19 år","Medelvärde",37.6
"Ånge","kvinnor","16-19 år","Median",10.7
"Ånge","kvinnor","totalt 20+ år","Medelvärde",245
"Ånge","kvinnor","totalt 20+ år","Median",229.3
"Ånge","kvinnor","20-24 år","Medelvärde",158.7
"Ånge","kvinnor","20-24 år","Median",146.9
"Ånge","totalt","totalt 16+ år","Medelvärde",265.9
"Ånge","totalt","totalt 16+ år","Median",251.5
"Ånge","totalt","16-19 år","Medelvärde",33.3
"Ånge","totalt","16-19 år","Median",6.4
"Ånge","totalt","totalt 20+ år","Medelvärde",277.8
"Ånge","totalt","totalt 20+ år","Median",262.1
"Ånge","totalt","20-24 år","Medelvärde",194.2
"Ånge","totalt","20-24 år","Median",200.9
"Timrå","män","totalt 16+ år","Medelvärde",317.6
"Timrå","män","totalt 16+ år","Median",309.1
"Timrå","män","16-19 år","Medelvärde",27
"Timrå","män","16-19 år","Median",6.1
"Timrå","män","totalt 20+ år","Medelvärde",337.6
"Timrå","män","totalt 20+ år","Median",322.6
"Timrå","män","20-24 år","Medelvärde",192.3
"Timrå","män","20-24 år","Median",200.5
"Timrå","kvinnor","totalt 16+ år","Medelvärde",245.1
"Timrå","kvinnor","totalt 16+ år","Median",234.8
"Timrå","kvinnor","16-19 år","Medelvärde",24.5
"Timrå","kvinnor","16-19 år","Median",8.5
"Timrå","kvinnor","totalt 20+ år","Medelvärde",258.2
"Timrå","kvinnor","totalt 20+ år","Median",247.6
"Timrå","kvinnor","20-24 år","Medelvärde",157.9
"Timrå","kvinnor","20-24 år","Median",152.7
"Timrå","totalt","totalt 16+ år","Medelvärde",281.8
"Timrå","totalt","totalt 16+ år","Median",273.2
"Timrå","totalt","16-19 år","Medelvärde",25.9
"Timrå","totalt","16-19 år","Median",6.9
"Timrå","totalt","totalt 20+ år","Medelvärde",298.2
"Timrå","totalt","totalt 20+ år","Median",285.7
"Timrå","totalt","20-24 år","Medelvärde",176.2
"Timrå","totalt","20-24 år","Median",168.9
"Härnösand","män","totalt 16+ år","Medelvärde",291
"Härnösand","män","totalt 16+ år","Median",279.4
"Härnösand","män","16-19 år","Medelvärde",24.2
"Härnösand","män","16-19 år","Median",7.3
"Härnösand","män","totalt 20+ år","Medelvärde",306.5
"Härnösand","män","totalt 20+ år","Median",291.6
"Härnösand","män","20-24 år","Medelvärde",173.2
"Härnösand","män","20-24 år","Median",166.8
"Härnösand","kvinnor","totalt 16+ år","Medelvärde",244.9
"Härnösand","kvinnor","totalt 16+ år","Median",226.9
"Härnösand","kvinnor","16-19 år","Medelvärde",22.5
"Härnösand","kvinnor","16-19 år","Median",8.4
"Härnösand","kvinnor","totalt 20+ år","Medelvärde",257
"Härnösand","kvinnor","totalt 20+ år","Median",238.4
"Härnösand","kvinnor","20-24 år","Medelvärde",151.1
"Härnösand","kvinnor","20-24 år","Median",145.4
"Härnösand","totalt","totalt 16+ år","Medelvärde",268
"Härnösand","totalt","totalt 16+ år","Median",252.1
"Härnösand","totalt","16-19 år","Medelvärde",23.4
"Härnösand","totalt","16-19 år","Median",7.9
"Härnösand","totalt","totalt 20+ år","Medelvärde",281.7
"Härnösand","totalt","totalt 20+ år","Median",264.5
"Härnösand","totalt","20-24 år","Medelvärde",163
"Härnösand","totalt","20-24 år","Median",151.5
"Sundsvall","män","totalt 16+ år","Medelvärde",338.9
"Sundsvall","män","totalt 16+ år","Median",324.5
"Sundsvall","män","16-19 år","Medelvärde",25.3
"Sundsvall","män","16-19 år","Median",8.7
"Sundsvall","män","totalt 20+ år","Medelvärde",357.1
"Sundsvall","män","totalt 20+ år","Median",337.8
"Sundsvall","män","20-24 år","Medelvärde",185.3
"Sundsvall","män","20-24 år","Median",173.5
"Sundsvall","kvinnor","totalt 16+ år","Medelvärde",268.6
"Sundsvall","kvinnor","totalt 16+ år","Median",254.4
"Sundsvall","kvinnor","16-19 år","Medelvärde",28.9
"Sundsvall","kvinnor","16-19 år","Median",11.1
"Sundsvall","kvinnor","totalt 20+ år","Medelvärde",281.2
"Sundsvall","kvinnor","totalt 20+ år","Median",266.1
"Sundsvall","kvinnor","20-24 år","Medelvärde",161.3
"Sundsvall","kvinnor","20-24 år","Median",153.4
"Sundsvall","totalt","totalt 16+ år","Medelvärde",303.6
"Sundsvall","totalt","totalt 16+ år","Median",287.6
"Sundsvall","totalt","16-19 år","Medelvärde",27.1
"Sundsvall","totalt","16-19 år","Median",10
"Sundsvall","totalt","totalt 20+ år","Medelvärde",318.9
"Sundsvall","totalt","totalt 20+ år","Median",300.8
"Sundsvall","totalt","20-24 år","Medelvärde",174.1
"Sundsvall","totalt","20-24 år","Median",162.4
"Kramfors","män","totalt 16+ år","Medelvärde",282.5
"Kramfors","män","totalt 16+ år","Median",269.5
"Kramfors","män","16-19 år","Medelvärde",26.7
"Kramfors","män","16-19 år","Median",4.2
"Kramfors","män","totalt 20+ år","Medelvärde",297.1
"Kramfors","män","totalt 20+ år","Median",282.5
"Kramfors","män","20-24 år","Medelvärde",182.8
"Kramfors","män","20-24 år","Median",179.8
"Kramfors","kvinnor","totalt 16+ år","Medelvärde",233.1
"Kramfors","kvinnor","totalt 16+ år","Median",213.9
"Kramfors","kvinnor","16-19 år","Medelvärde",30.8
"Kramfors","kvinnor","16-19 år","Median",10.2
"Kramfors","kvinnor","totalt 20+ år","Medelvärde",243.3
"Kramfors","kvinnor","totalt 20+ år","Median",223.8
"Kramfors","kvinnor","20-24 år","Medelvärde",152.2
"Kramfors","kvinnor","20-24 år","Median",138.2
"Kramfors","totalt","totalt 16+ år","Medelvärde",258.4
"Kramfors","totalt","totalt 16+ år","Median",242.8
"Kramfors","totalt","16-19 år","Medelvärde",28.6
"Kramfors","totalt","16-19 år","Median",7.6
"Kramfors","totalt","totalt 20+ år","Medelvärde",270.8
"Kramfors","totalt","totalt 20+ år","Median",253.7
"Kramfors","totalt","20-24 år","Medelvärde",168.6
"Kramfors","totalt","20-24 år","Median",155.5
"Sollefteå","män","totalt 16+ år","Medelvärde",278.7
"Sollefteå","män","totalt 16+ år","Median",266
"Sollefteå","män","16-19 år","Medelvärde",28.5
"Sollefteå","män","16-19 år","Median",8.6
"Sollefteå","män","totalt 20+ år","Medelvärde",294.2
"Sollefteå","män","totalt 20+ år","Median",277.6
"Sollefteå","män","20-24 år","Medelvärde",200.3
"Sollefteå","män","20-24 år","Median",208.4
"Sollefteå","kvinnor","totalt 16+ år","Medelvärde",234.3
"Sollefteå","kvinnor","totalt 16+ år","Median",217.6
"Sollefteå","kvinnor","16-19 år","Medelvärde",36
"Sollefteå","kvinnor","16-19 år","Median",16
"Sollefteå","kvinnor","totalt 20+ år","Medelvärde",244.1
"Sollefteå","kvinnor","totalt 20+ år","Median",225.9
"Sollefteå","kvinnor","20-24 år","Medelvärde",163.8
"Sollefteå","kvinnor","20-24 år","Median",170.3
"Sollefteå","totalt","totalt 16+ år","Medelvärde",256.8
"Sollefteå","totalt","totalt 16+ år","Median",240.8
"Sollefteå","totalt","16-19 år","Medelvärde",31.8
"Sollefteå","totalt","16-19 år","Median",12.1
"Sollefteå","totalt","totalt 20+ år","Medelvärde",269.3
"Sollefteå","totalt","totalt 20+ år","Median",252.1
"Sollefteå","totalt","20-24 år","Medelvärde",183.6
"Sollefteå","totalt","20-24 år","Median",189.6
"Örnsköldsvik","män","totalt 16+ år","Medelvärde",330.9
"Örnsköldsvik","män","totalt 16+ år","Median",323.2
"Örnsköldsvik","män","16-19 år","Medelvärde",33.3
"Örnsköldsvik","män","16-19 år","Median",13.5
"Örnsköldsvik","män","totalt 20+ år","Medelvärde",347.9
"Örnsköldsvik","män","totalt 20+ år","Median",336.5
"Örnsköldsvik","män","20-24 år","Medelvärde",211.3
"Örnsköldsvik","män","20-24 år","Median",215.8
"Örnsköldsvik","kvinnor","totalt 16+ år","Medelvärde",248.3
"Örnsköldsvik","kvinnor","totalt 16+ år","Median",230.6
"Örnsköldsvik","kvinnor","16-19 år","Medelvärde",31.3
"Örnsköldsvik","kvinnor","16-19 år","Median",15.1
"Örnsköldsvik","kvinnor","totalt 20+ år","Medelvärde",259.9
"Örnsköldsvik","kvinnor","totalt 20+ år","Median",241.1
"Örnsköldsvik","kvinnor","20-24 år","Medelvärde",156.7
"Örnsköldsvik","kvinnor","20-24 år","Median",156.2
"Örnsköldsvik","totalt","totalt 16+ år","Medelvärde",290
"Örnsköldsvik","totalt","totalt 16+ år","Median",272.7
"Örnsköldsvik","totalt","16-19 år","Medelvärde",32.3
"Örnsköldsvik","totalt","16-19 år","Median",14
"Örnsköldsvik","totalt","totalt 20+ år","Medelvärde",304.2
"Örnsköldsvik","totalt","totalt 20+ år","Median",285.2
"Örnsköldsvik","totalt","20-24 år","Medelvärde",186.9
"Örnsköldsvik","totalt","20-24 år","Median",179.3
"Ragunda","män","totalt 16+ år","Medelvärde",278.9
"Ragunda","män","totalt 16+ år","Median",269.3
"Ragunda","män","16-19 år","Medelvärde",30.6
"Ragunda","män","16-19 år","Median",12.1
"Ragunda","män","totalt 20+ år","Medelvärde",292.2
"Ragunda","män","totalt 20+ år","Median",277.6
"Ragunda","män","20-24 år","Medelvärde",226.3
"Ragunda","män","20-24 år","Median",230
"Ragunda","kvinnor","totalt 16+ år","Medelvärde",220.3
"Ragunda","kvinnor","totalt 16+ år","Median",203.8
"Ragunda","kvinnor","16-19 år","Medelvärde",29.7
"Ragunda","kvinnor","16-19 år","Median",9.9
"Ragunda","kvinnor","totalt 20+ år","Medelvärde",229.8
"Ragunda","kvinnor","totalt 20+ år","Median",211.8
"Ragunda","kvinnor","20-24 år","Medelvärde",146.7
"Ragunda","kvinnor","20-24 år","Median",151
"Ragunda","totalt","totalt 16+ år","Medelvärde",250.6
"Ragunda","totalt","totalt 16+ år","Median",236.3
"Ragunda","totalt","16-19 år","Medelvärde",30.2
"Ragunda","totalt","16-19 år","Median",11.1
"Ragunda","totalt","totalt 20+ år","Medelvärde",261.9
"Ragunda","totalt","totalt 20+ år","Median",244.9
"Ragunda","totalt","20-24 år","Medelvärde",190
"Ragunda","totalt","20-24 år","Median",185.8
"Bräcke","män","totalt 16+ år","Medelvärde",265.3
"Bräcke","män","totalt 16+ år","Median",252.7
"Bräcke","män","16-19 år","Medelvärde",26.4
"Bräcke","män","16-19 år","Median",5.5
"Bräcke","män","totalt 20+ år","Medelvärde",281.2
"Bräcke","män","totalt 20+ år","Median",267
"Bräcke","män","20-24 år","Medelvärde",180.5
"Bräcke","män","20-24 år","Median",170.1
"Bräcke","kvinnor","totalt 16+ år","Medelvärde",229
"Bräcke","kvinnor","totalt 16+ år","Median",213.2
"Bräcke","kvinnor","16-19 år","Medelvärde",24.9
"Bräcke","kvinnor","16-19 år","Median",10.1
"Bräcke","kvinnor","totalt 20+ år","Medelvärde",239.3
"Bräcke","kvinnor","totalt 20+ år","Median",222.7
"Bräcke","kvinnor","20-24 år","Medelvärde",135.8
"Bräcke","kvinnor","20-24 år","Median",116.6
"Bräcke","totalt","totalt 16+ år","Medelvärde",248.2
"Bräcke","totalt","totalt 16+ år","Median",234.2
"Bräcke","totalt","16-19 år","Medelvärde",25.8
"Bräcke","totalt","16-19 år","Median",5.8
"Bräcke","totalt","totalt 20+ år","Medelvärde",261.3
"Bräcke","totalt","totalt 20+ år","Median",245.4
"Bräcke","totalt","20-24 år","Medelvärde",163.9
"Bräcke","totalt","20-24 år","Median",150.1
"Krokom","män","totalt 16+ år","Medelvärde",306.6
"Krokom","män","totalt 16+ år","Median",305.1
"Krokom","män","16-19 år","Medelvärde",29.7
"Krokom","män","16-19 år","Median",9.9
"Krokom","män","totalt 20+ år","Medelvärde",324.5
"Krokom","män","totalt 20+ år","Median",317.9
"Krokom","män","20-24 år","Medelvärde",196.4
"Krokom","män","20-24 år","Median",202.3
"Krokom","kvinnor","totalt 16+ år","Medelvärde",261.1
"Krokom","kvinnor","totalt 16+ år","Median",253.3
"Krokom","kvinnor","16-19 år","Medelvärde",27.2
"Krokom","kvinnor","16-19 år","Median",10.9
"Krokom","kvinnor","totalt 20+ år","Medelvärde",274.7
"Krokom","kvinnor","totalt 20+ år","Median",263.7
"Krokom","kvinnor","20-24 år","Medelvärde",158.3
"Krokom","kvinnor","20-24 år","Median",173.4
"Krokom","totalt","totalt 16+ år","Medelvärde",284.8
"Krokom","totalt","totalt 16+ år","Median",277.6
"Krokom","totalt","16-19 år","Medelvärde",28.6
"Krokom","totalt","16-19 år","Median",10.1
"Krokom","totalt","totalt 20+ år","Medelvärde",300.5
"Krokom","totalt","totalt 20+ år","Median",290.8
"Krokom","totalt","20-24 år","Medelvärde",179.1
"Krokom","totalt","20-24 år","Median",184.3
"Strömsund","män","totalt 16+ år","Medelvärde",270
"Strömsund","män","totalt 16+ år","Median",253.7
"Strömsund","män","16-19 år","Medelvärde",31.9
"Strömsund","män","16-19 år","Median",9.4
"Strömsund","män","totalt 20+ år","Medelvärde",281.1
"Strömsund","män","totalt 20+ år","Median",263.6
"Strömsund","män","20-24 år","Medelvärde",226.8
"Strömsund","män","20-24 år","Median",234.9
"Strömsund","kvinnor","totalt 16+ år","Medelvärde",229.8
"Strömsund","kvinnor","totalt 16+ år","Median",212.8
"Strömsund","kvinnor","16-19 år","Medelvärde",38.3
"Strömsund","kvinnor","16-19 år","Median",16.9
"Strömsund","kvinnor","totalt 20+ år","Medelvärde",239.1
"Strömsund","kvinnor","totalt 20+ år","Median",220.3
"Strömsund","kvinnor","20-24 år","Medelvärde",182.5
"Strömsund","kvinnor","20-24 år","Median",195.2
"Strömsund","totalt","totalt 16+ år","Medelvärde",250.8
"Strömsund","totalt","totalt 16+ år","Median",235.3
"Strömsund","totalt","16-19 år","Medelvärde",35
"Strömsund","totalt","16-19 år","Median",13.2
"Strömsund","totalt","totalt 20+ år","Medelvärde",261.1
"Strömsund","totalt","totalt 20+ år","Median",243.5
"Strömsund","totalt","20-24 år","Medelvärde",208.4
"Strömsund","totalt","20-24 år","Median",213.8
"Åre","män","totalt 16+ år","Medelvärde",284.6
"Åre","män","totalt 16+ år","Median",281
"Åre","män","16-19 år","Medelvärde",32.6
"Åre","män","16-19 år","Median",13
"Åre","män","totalt 20+ år","Medelvärde",299
"Åre","män","totalt 20+ år","Median",291.4
"Åre","män","20-24 år","Medelvärde",190
"Åre","män","20-24 år","Median",191.9
"Åre","kvinnor","totalt 16+ år","Medelvärde",250.8
"Åre","kvinnor","totalt 16+ år","Median",241
"Åre","kvinnor","16-19 år","Medelvärde",30.2
"Åre","kvinnor","16-19 år","Median",12.3
"Åre","kvinnor","totalt 20+ år","Medelvärde",262.9
"Åre","kvinnor","totalt 20+ år","Median",252.9
"Åre","kvinnor","20-24 år","Medelvärde",169.7
"Åre","kvinnor","20-24 år","Median",175.9
"Åre","totalt","totalt 16+ år","Medelvärde",268.4
"Åre","totalt","totalt 16+ år","Median",261
"Åre","totalt","16-19 år","Medelvärde",31.5
"Åre","totalt","16-19 år","Median",12.7
"Åre","totalt","totalt 20+ år","Medelvärde",281.7
"Åre","totalt","totalt 20+ år","Median",272.8
"Åre","totalt","20-24 år","Medelvärde",180.7
"Åre","totalt","20-24 år","Median",182
"Berg","män","totalt 16+ år","Medelvärde",270.2
"Berg","män","totalt 16+ år","Median",258.9
"Berg","män","16-19 år","Medelvärde",27.8
"Berg","män","16-19 år","Median",9.1
"Berg","män","totalt 20+ år","Medelvärde",283.5
"Berg","män","totalt 20+ år","Median",271.4
"Berg","män","20-24 år","Medelvärde",198.6
"Berg","män","20-24 år","Median",217.1
"Berg","kvinnor","totalt 16+ år","Medelvärde",229.2
"Berg","kvinnor","totalt 16+ år","Median",211.4
"Berg","kvinnor","16-19 år","Medelvärde",28.9
"Berg","kvinnor","16-19 år","Median",9.9
"Berg","kvinnor","totalt 20+ år","Medelvärde",238.7
"Berg","kvinnor","totalt 20+ år","Median",220.5
"Berg","kvinnor","20-24 år","Medelvärde",162.5
"Berg","kvinnor","20-24 år","Median",169.2
"Berg","totalt","totalt 16+ år","Medelvärde",250.5
"Berg","totalt","totalt 16+ år","Median",235
"Berg","totalt","16-19 år","Medelvärde",28.3
"Berg","totalt","16-19 år","Median",9.4
"Berg","totalt","totalt 20+ år","Medelvärde",261.9
"Berg","totalt","totalt 20+ år","Median",244.7
"Berg","totalt","20-24 år","Medelvärde",183.4
"Berg","totalt","20-24 år","Median",190.8
"Härjedalen","män","totalt 16+ år","Medelvärde",279.9
"Härjedalen","män","totalt 16+ år","Median",262.3
"Härjedalen","män","16-19 år","Medelvärde",32.5
"Härjedalen","män","16-19 år","Median",11.5
"Härjedalen","män","totalt 20+ år","Medelvärde",292.6
"Härjedalen","män","totalt 20+ år","Median",271.8
"Härjedalen","män","20-24 år","Medelvärde",210.6
"Härjedalen","män","20-24 år","Median",223.8
"Härjedalen","kvinnor","totalt 16+ år","Medelvärde",238.8
"Härjedalen","kvinnor","totalt 16+ år","Median",224.4
"Härjedalen","kvinnor","16-19 år","Medelvärde",34.4
"Härjedalen","kvinnor","16-19 år","Median",21.3
"Härjedalen","kvinnor","totalt 20+ år","Medelvärde",247.9
"Härjedalen","kvinnor","totalt 20+ år","Median",235.2
"Härjedalen","kvinnor","20-24 år","Medelvärde",181.1
"Härjedalen","kvinnor","20-24 år","Median",202.4
"Härjedalen","totalt","totalt 16+ år","Medelvärde",260.2
"Härjedalen","totalt","totalt 16+ år","Median",244.2
"Härjedalen","totalt","16-19 år","Medelvärde",33.4
"Härjedalen","totalt","16-19 år","Median",14.7
"Härjedalen","totalt","totalt 20+ år","Medelvärde",271.1
"Härjedalen","totalt","totalt 20+ år","Median",252.9
"Härjedalen","totalt","20-24 år","Medelvärde",197
"Härjedalen","totalt","20-24 år","Median",213.5
"Östersund","män","totalt 16+ år","Medelvärde",313.8
"Östersund","män","totalt 16+ år","Median",304.6
"Östersund","män","16-19 år","Medelvärde",26.9
"Östersund","män","16-19 år","Median",7.1
"Östersund","män","totalt 20+ år","Medelvärde",329.3
"Östersund","män","totalt 20+ år","Median",315.4
"Östersund","män","20-24 år","Medelvärde",194.3
"Östersund","män","20-24 år","Median",195.9
"Östersund","kvinnor","totalt 16+ år","Medelvärde",260.5
"Östersund","kvinnor","totalt 16+ år","Median",245.5
"Östersund","kvinnor","16-19 år","Medelvärde",30.8
"Östersund","kvinnor","16-19 år","Median",10.3
"Östersund","kvinnor","totalt 20+ år","Medelvärde",271.8
"Östersund","kvinnor","totalt 20+ år","Median",255.7
"Östersund","kvinnor","20-24 år","Medelvärde",156.3
"Östersund","kvinnor","20-24 år","Median",156.3
"Östersund","totalt","totalt 16+ år","Medelvärde",286.4
"Östersund","totalt","totalt 16+ år","Median",273.2
"Östersund","totalt","16-19 år","Medelvärde",28.8
"Östersund","totalt","16-19 år","Median",8.4
"Östersund","totalt","totalt 20+ år","Medelvärde",299.7
"Östersund","totalt","totalt 20+ år","Median",284.4
